date,city,temperature_c,rainfall_mm,humidity_pct,wind_speed_kmh,season,year,month,day,day_of_year
2020-04-10,VirtualCity,33.59,7.34,67.12,8.52,Summer,2020,4,10,101
2020-04-11,VirtualCity,32.91,0.0,64.36,8.77,Summer,2020,4,11,102
2020-04-12,VirtualCity,35.7,4.03,64.57,8.65,Summer,2020,4,12,103
2020-04-13,VirtualCity,35.46,3.01,68.41,11.18,Summer,2020,4,13,104
2020-04-14,VirtualCity,31.75,4.79,57.98,11.76,Summer,2020,4,14,105
2020-04-15,VirtualCity,33.68,4.58,59.79,9.58,Summer,2020,4,15,106
2020-04-16,VirtualCity,32.94,2.64,62.43,9.09,Summer,2020,4,16,107
2020-04-17,VirtualCity,36.13,3.38,59.35,8.67,Summer,2020,4,17,108
2020-04-18,VirtualCity,32.12,1.36,64.54,9.37,Summer,2020,4,18,109
2020-04-19,VirtualCity,36.49,4.35,60.46,8.68,Summer,2020,4,19,110
2020-04-20,VirtualCity,33.98,0.0,57.04,9.2,Summer,2020,4,20,111
2020-04-21,VirtualCity,32.23,4.71,61.08,9.78,Summer,2020,4,21,112
2020-04-22,VirtualCity,32.9,2.95,61.31,8.77,Summer,2020,4,22,113
2020-04-23,VirtualCity,32.65,1.93,64.17,9.01,Summer,2020,4,23,114
2020-04-24,VirtualCity,31.87,2.49,61.82,8.98,Summer,2020,4,24,115
2020-04-25,VirtualCity,33.85,2.65,61.9,8.8,Summer,2020,4,25,116
2020-04-26,VirtualCity,31.8,5.85,61.15,8.62,Summer,2020,4,26,117
2020-04-27,VirtualCity,30.29,10.11,58.93,10.04,Summer,2020,4,27,118
2020-04-28,VirtualCity,32.92,5.68,56.63,6.97,Summer,2020,4,28,119
2020-04-29,VirtualCity,30.7,1.76,60.47,10.95,Summer,2020,4,29,120
2020-04-30,VirtualCity,32.2,4.39,57.8,9.2,Summer,2020,4,30,121
2020-05-01,VirtualCity,31.88,4.48,65.71,9.74,Summer,2020,5,1,122
2020-05-02,VirtualCity,31.84,0.96,64.15,9.85,Summer,2020,5,2,123
2020-05-03,VirtualCity,36.06,0.23,61.13,8.1,Summer,2020,5,3,124
2020-05-04,VirtualCity,33.05,2.86,59.94,7.82,Summer,2020,5,4,125
2020-05-05,VirtualCity,33.24,4.78,57.91,7.65,Summer,2020,5,5,126
2020-05-06,VirtualCity,30.11,0.0,53.04,8.56,Summer,2020,5,6,127
2020-05-07,VirtualCity,31.69,1.41,57.05,9.66,Summer,2020,5,7,128
2020-05-08,VirtualCity,32.89,4.26,58.16,8.09,Summer,2020,5,8,129
2020-05-09,VirtualCity,30.93,3.09,58.51,9.49,Summer,2020,5,9,130
2020-05-10,VirtualCity,33.72,6.12,59.31,5.89,Summer,2020,5,10,131
2020-05-11,VirtualCity,30.44,0.0,60.96,8.23,Summer,2020,5,11,132
2020-05-12,VirtualCity,31.71,8.17,54.34,10.06,Summer,2020,5,12,133
2020-05-13,VirtualCity,31.14,0.0,54.23,8.42,Summer,2020,5,13,134
2020-05-14,VirtualCity,32.15,0.0,62.61,7.6,Summer,2020,5,14,135
2020-05-15,VirtualCity,30.83,2.87,59.74,7.78,Summer,2020,5,15,136
2020-05-16,VirtualCity,31.26,0.5,54.95,4.9,Summer,2020,5,16,137
2020-05-17,VirtualCity,31.19,2.91,55.94,7.28,Summer,2020,5,17,138
2020-05-18,VirtualCity,30.32,2.84,55.81,9.73,Summer,2020,5,18,139
2020-05-19,VirtualCity,32.02,2.57,56.21,7.73,Summer,2020,5,19,140
2020-05-20,VirtualCity,31.52,1.25,57.84,7.84,Summer,2020,5,20,141
2020-05-21,VirtualCity,30.9,4.16,65.95,5.57,Summer,2020,5,21,142
2020-05-22,VirtualCity,30.26,2.61,56.44,6.37,Summer,2020,5,22,143
2020-05-23,VirtualCity,31.96,5.84,58.2,9.72,Summer,2020,5,23,144
2020-05-24,VirtualCity,30.28,3.12,48.68,9.0,Summer,2020,5,24,145
2020-05-25,VirtualCity,30.03,1.5,53.36,6.67,Summer,2020,5,25,146
2020-05-26,VirtualCity,30.51,0.01,60.1,7.44,Summer,2020,5,26,147
2020-05-27,VirtualCity,32.76,3.44,56.68,8.12,Summer,2020,5,27,148
2020-05-28,VirtualCity,28.06,1.13,37.4,6.69,Summer,2020,5,28,149
2020-05-29,VirtualCity,31.08,1.06,57.54,5.69,Summer,2020,5,29,150
2020-05-30,VirtualCity,26.94,5.29,62.41,7.86,Summer,2020,5,30,151
2020-05-31,VirtualCity,29.95,0.32,46.64,8.71,Summer,2020,5,31,152
2020-06-01,VirtualCity,31.84,7.44,60.6,8.7,Monsoon,2020,6,1,153
2020-06-02,VirtualCity,30.06,4.78,43.34,9.0,Monsoon,2020,6,2,154
2020-06-03,VirtualCity,29.43,4.43,58.08,6.05,Monsoon,2020,6,3,155
2020-06-04,VirtualCity,28.18,2.35,54.2,7.95,Monsoon,2020,6,4,156
2020-06-05,VirtualCity,28.91,6.41,44.75,7.53,Monsoon,2020,6,5,157
2020-06-06,VirtualCity,28.33,4.82,55.85,7.71,Monsoon,2020,6,6,158
2020-06-07,VirtualCity,27.37,3.42,58.58,7.53,Monsoon,2020,6,7,159
2020-06-08,VirtualCity,27.96,5.46,55.35,6.95,Monsoon,2020,6,8,160
2020-06-09,VirtualCity,28.53,1.42,56.16,4.09,Monsoon,2020,6,9,161
2020-06-10,VirtualCity,26.92,1.62,52.1,9.07,Monsoon,2020,6,10,162
2020-06-11,VirtualCity,26.7,2.85,46.23,8.04,Monsoon,2020,6,11,163
2020-06-12,VirtualCity,25.71,6.18,56.38,5.83,Monsoon,2020,6,12,164
2020-06-13,VirtualCity,28.17,5.49,60.55,8.15,Monsoon,2020,6,13,165
2020-06-14,VirtualCity,28.24,7.9,58.01,7.01,Monsoon,2020,6,14,166
2020-06-15,VirtualCity,27.6,3.66,45.48,7.01,Monsoon,2020,6,15,167
2020-06-16,VirtualCity,28.54,7.04,47.32,6.56,Monsoon,2020,6,16,168
2020-06-17,VirtualCity,27.05,5.62,49.94,8.09,Monsoon,2020,6,17,169
2020-06-18,VirtualCity,27.34,3.89,46.91,6.45,Monsoon,2020,6,18,170
2020-06-19,VirtualCity,27.04,6.9,53.42,6.06,Monsoon,2020,6,19,171
2020-06-20,VirtualCity,26.28,5.99,54.77,8.7,Monsoon,2020,6,20,172
2020-06-21,VirtualCity,25.45,4.84,47.44,7.1,Monsoon,2020,6,21,173
2020-06-22,VirtualCity,29.4,6.41,56.24,7.1,Monsoon,2020,6,22,174
2020-06-23,VirtualCity,25.23,6.11,55.51,8.08,Monsoon,2020,6,23,175
2020-06-24,VirtualCity,24.74,6.14,50.89,6.42,Monsoon,2020,6,24,176
2020-06-25,VirtualCity,26.22,5.66,52.37,6.62,Monsoon,2020,6,25,177
2020-06-26,VirtualCity,25.77,3.78,45.24,7.52,Monsoon,2020,6,26,178
2020-06-27,VirtualCity,23.12,6.89,51.69,5.27,Monsoon,2020,6,27,179
2020-06-28,VirtualCity,26.74,5.04,53.04,7.36,Monsoon,2020,6,28,180
2020-06-29,VirtualCity,24.74,4.64,53.68,6.16,Monsoon,2020,6,29,181
2020-06-30,VirtualCity,23.04,6.44,54.52,8.06,Monsoon,2020,6,30,182
2020-07-01,VirtualCity,26.32,8.66,53.98,7.66,Monsoon,2020,7,1,183
2020-07-02,VirtualCity,25.3,7.53,51.95,7.47,Monsoon,2020,7,2,184
2020-07-03,VirtualCity,22.29,6.03,54.15,5.01,Monsoon,2020,7,3,185
2020-07-04,VirtualCity,26.69,6.01,57.03,6.79,Monsoon,2020,7,4,186
2020-07-05,VirtualCity,24.84,8.74,52.65,5.47,Monsoon,2020,7,5,187
2020-07-06,VirtualCity,23.66,2.14,54.32,6.81,Monsoon,2020,7,6,188
2020-07-07,VirtualCity,25.89,9.23,52.33,4.05,Monsoon,2020,7,7,189
2020-07-08,VirtualCity,23.57,3.42,50.51,4.95,Monsoon,2020,7,8,190
2020-07-09,VirtualCity,23.12,4.5,55.22,8.2,Monsoon,2020,7,9,191
2020-07-10,VirtualCity,22.0,6.55,50.93,7.19,Monsoon,2020,7,10,192
2020-07-11,VirtualCity,23.7,12.52,54.74,6.3,Monsoon,2020,7,11,193
2020-07-12,VirtualCity,23.37,11.5,53.34,5.6,Monsoon,2020,7,12,194
2020-07-13,VirtualCity,22.51,9.42,52.06,5.37,Monsoon,2020,7,13,195
2020-07-14,VirtualCity,21.13,8.71,52.0,6.88,Monsoon,2020,7,14,196
2020-07-15,VirtualCity,22.35,3.89,51.33,6.2,Monsoon,2020,7,15,197
2020-07-16,VirtualCity,21.88,8.39,46.83,8.45,Monsoon,2020,7,16,198
2020-07-17,VirtualCity,19.82,6.89,55.0,6.35,Monsoon,2020,7,17,199
2020-07-18,VirtualCity,19.45,6.35,54.46,6.62,Monsoon,2020,7,18,200
2020-07-19,VirtualCity,22.34,8.54,56.99,4.86,Monsoon,2020,7,19,201
2020-07-20,VirtualCity,17.43,7.22,51.53,6.07,Monsoon,2020,7,20,202
2020-07-21,VirtualCity,21.47,10.21,61.31,6.69,Monsoon,2020,7,21,203
2020-07-22,VirtualCity,20.29,4.09,52.28,6.01,Monsoon,2020,7,22,204
2020-07-23,VirtualCity,22.81,8.56,50.38,5.85,Monsoon,2020,7,23,205
2020-07-24,VirtualCity,19.95,6.51,49.98,6.8,Monsoon,2020,7,24,206
2020-07-25,VirtualCity,21.52,7.58,47.1,8.21,Monsoon,2020,7,25,207
2020-07-26,VirtualCity,19.78,9.19,60.26,6.54,Monsoon,2020,7,26,208
2020-07-27,VirtualCity,20.39,6.11,59.7,7.72,Monsoon,2020,7,27,209
2020-07-28,VirtualCity,21.17,8.96,56.71,7.08,Monsoon,2020,7,28,210
2020-07-29,VirtualCity,19.22,8.17,50.82,7.61,Monsoon,2020,7,29,211
2020-07-30,VirtualCity,21.25,7.22,61.74,5.56,Monsoon,2020,7,30,212
2020-07-31,VirtualCity,18.12,7.67,53.19,6.03,Monsoon,2020,7,31,213
2020-08-01,VirtualCity,19.9,8.4,53.63,6.02,Monsoon,2020,8,1,214
2020-08-02,VirtualCity,20.7,7.08,60.56,6.9,Monsoon,2020,8,2,215
2020-08-03,VirtualCity,20.16,8.81,57.56,7.18,Monsoon,2020,8,3,216
2020-08-04,VirtualCity,21.9,8.21,63.84,6.36,Monsoon,2020,8,4,217
2020-08-05,VirtualCity,17.74,7.5,56.15,7.25,Monsoon,2020,8,5,218
2020-08-06,VirtualCity,16.67,12.36,53.69,5.51,Monsoon,2020,8,6,219
2020-08-07,VirtualCity,17.11,9.8,52.95,7.23,Monsoon,2020,8,7,220
2020-08-08,VirtualCity,19.46,8.06,48.13,7.37,Monsoon,2020,8,8,221
2020-08-09,VirtualCity,19.08,9.24,54.53,6.95,Monsoon,2020,8,9,222
2020-08-10,VirtualCity,18.35,6.68,60.36,6.29,Monsoon,2020,8,10,223
2020-08-11,VirtualCity,16.38,7.99,58.31,6.97,Monsoon,2020,8,11,224
2020-08-12,VirtualCity,19.09,8.26,56.13,5.03,Monsoon,2020,8,12,225
2020-08-13,VirtualCity,15.97,6.23,52.21,6.33,Monsoon,2020,8,13,226
2020-08-14,VirtualCity,19.42,9.84,57.24,6.44,Monsoon,2020,8,14,227
2020-08-15,VirtualCity,21.85,7.88,60.53,4.48,Monsoon,2020,8,15,228
2020-08-16,VirtualCity,17.99,8.21,58.34,6.64,Monsoon,2020,8,16,229
2020-08-17,VirtualCity,18.2,7.75,57.44,4.56,Monsoon,2020,8,17,230
2020-08-18,VirtualCity,16.47,15.51,53.73,5.54,Monsoon,2020,8,18,231
2020-08-19,VirtualCity,14.38,7.54,60.54,6.09,Monsoon,2020,8,19,232
2020-08-20,VirtualCity,16.07,4.45,44.7,5.16,Monsoon,2020,8,20,233
2020-08-21,VirtualCity,15.23,5.47,58.92,6.13,Monsoon,2020,8,21,234
2020-08-22,VirtualCity,14.59,10.66,67.83,6.1,Monsoon,2020,8,22,235
2020-08-23,VirtualCity,19.24,11.92,51.68,5.03,Monsoon,2020,8,23,236
2020-08-24,VirtualCity,16.96,7.47,56.91,6.7,Monsoon,2020,8,24,237
2020-08-25,VirtualCity,17.02,11.77,58.01,5.09,Monsoon,2020,8,25,238
2020-08-26,VirtualCity,15.89,10.58,56.36,8.75,Monsoon,2020,8,26,239
2020-08-27,VirtualCity,16.0,8.52,62.53,5.87,Monsoon,2020,8,27,240
2020-08-28,VirtualCity,17.61,8.34,60.45,4.6,Monsoon,2020,8,28,241
2020-08-29,VirtualCity,16.02,9.3,59.34,4.82,Monsoon,2020,8,29,242
2020-08-30,VirtualCity,16.78,10.81,62.1,7.38,Monsoon,2020,8,30,243
2020-08-31,VirtualCity,15.6,9.73,59.16,5.51,Monsoon,2020,8,31,244
2020-09-01,VirtualCity,15.3,7.35,71.99,4.36,Monsoon,2020,9,1,245
2020-09-02,VirtualCity,13.62,8.43,60.06,7.03,Monsoon,2020,9,2,246
2020-09-03,VirtualCity,12.69,13.14,60.42,5.5,Monsoon,2020,9,3,247
2020-09-04,VirtualCity,15.19,9.31,52.98,6.79,Monsoon,2020,9,4,248
2020-09-05,VirtualCity,15.59,10.64,57.83,7.13,Monsoon,2020,9,5,249
2020-09-06,VirtualCity,13.51,9.88,64.79,6.34,Monsoon,2020,9,6,250
2020-09-07,VirtualCity,15.32,9.26,55.05,8.89,Monsoon,2020,9,7,251
2020-09-08,VirtualCity,15.38,8.86,51.95,3.95,Monsoon,2020,9,8,252
2020-09-09,VirtualCity,12.01,10.56,60.9,5.04,Monsoon,2020,9,9,253
2020-09-10,VirtualCity,13.81,10.13,66.45,5.72,Monsoon,2020,9,10,254
2020-09-11,VirtualCity,15.74,9.09,61.33,8.75,Monsoon,2020,9,11,255
2020-09-12,VirtualCity,15.65,6.94,60.01,8.2,Monsoon,2020,9,12,256
2020-09-13,VirtualCity,13.29,9.27,54.12,7.6,Monsoon,2020,9,13,257
2020-09-14,VirtualCity,15.21,8.23,63.56,5.11,Monsoon,2020,9,14,258
2020-09-15,VirtualCity,16.46,7.65,64.6,5.25,Monsoon,2020,9,15,259
2020-09-16,VirtualCity,16.05,14.18,55.02,5.08,Monsoon,2020,9,16,260
2020-09-17,VirtualCity,14.7,4.85,66.89,5.15,Monsoon,2020,9,17,261
2020-09-18,VirtualCity,14.11,10.29,65.62,7.89,Monsoon,2020,9,18,262
2020-09-19,VirtualCity,13.83,6.23,67.28,5.81,Monsoon,2020,9,19,263
2020-09-20,VirtualCity,15.45,8.36,65.29,5.98,Monsoon,2020,9,20,264
2020-09-21,VirtualCity,15.01,13.67,65.78,7.06,Monsoon,2020,9,21,265
2020-09-22,VirtualCity,15.64,5.85,65.45,4.15,Monsoon,2020,9,22,266
2020-09-23,VirtualCity,14.87,6.31,67.05,6.22,Monsoon,2020,9,23,267
2020-09-24,VirtualCity,15.88,7.81,56.5,4.85,Monsoon,2020,9,24,268
2020-09-25,VirtualCity,14.78,5.92,57.98,5.83,Monsoon,2020,9,25,269
2020-09-26,VirtualCity,15.8,9.66,61.24,5.49,Monsoon,2020,9,26,270
2020-09-27,VirtualCity,15.92,6.48,63.87,5.45,Monsoon,2020,9,27,271
2020-09-28,VirtualCity,13.4,9.03,66.15,6.5,Monsoon,2020,9,28,272
2020-09-29,VirtualCity,11.89,4.6,66.11,6.51,Monsoon,2020,9,29,273
2020-09-30,VirtualCity,16.92,3.48,69.48,6.0,Monsoon,2020,9,30,274
2020-10-01,VirtualCity,14.99,6.88,69.81,6.72,Autumn,2020,10,1,275
2020-10-02,VirtualCity,12.03,3.86,61.94,5.25,Autumn,2020,10,2,276
2020-10-03,VirtualCity,13.54,10.58,66.59,7.13,Autumn,2020,10,3,277
2020-10-04,VirtualCity,15.78,3.8,62.45,6.09,Autumn,2020,10,4,278
2020-10-05,VirtualCity,14.22,4.81,65.29,5.77,Autumn,2020,10,5,279
2020-10-06,VirtualCity,13.89,7.93,67.54,5.42,Autumn,2020,10,6,280
2020-10-07,VirtualCity,16.78,5.65,52.82,6.1,Autumn,2020,10,7,281
2020-10-08,VirtualCity,13.13,3.52,76.3,8.66,Autumn,2020,10,8,282
2020-10-09,VirtualCity,13.52,11.27,69.13,6.36,Autumn,2020,10,9,283
2020-10-10,VirtualCity,15.07,4.5,64.68,5.08,Autumn,2020,10,10,284
2020-10-11,VirtualCity,15.37,6.19,74.98,7.58,Autumn,2020,10,11,285
2020-10-12,VirtualCity,15.56,6.07,66.08,5.93,Autumn,2020,10,12,286
2020-10-13,VirtualCity,16.22,8.01,68.2,6.86,Autumn,2020,10,13,287
2020-10-14,VirtualCity,15.19,7.38,65.93,5.82,Autumn,2020,10,14,288
2020-10-15,VirtualCity,15.67,4.46,74.68,8.11,Autumn,2020,10,15,289
2020-10-16,VirtualCity,14.59,5.48,67.85,5.89,Autumn,2020,10,16,290
2020-10-17,VirtualCity,15.12,5.61,69.07,8.3,Autumn,2020,10,17,291
2020-10-18,VirtualCity,15.24,7.66,73.48,5.39,Autumn,2020,10,18,292
2020-10-19,VirtualCity,15.46,3.36,71.21,6.32,Autumn,2020,10,19,293
2020-10-20,VirtualCity,16.35,10.28,68.84,8.38,Autumn,2020,10,20,294
2020-10-21,VirtualCity,16.08,4.07,73.69,6.93,Autumn,2020,10,21,295
2020-10-22,VirtualCity,15.38,5.63,79.6,9.48,Autumn,2020,10,22,296
2020-10-23,VirtualCity,14.16,3.01,70.91,6.45,Autumn,2020,10,23,297
2020-10-24,VirtualCity,15.55,2.61,70.29,7.11,Autumn,2020,10,24,298
2020-10-25,VirtualCity,15.47,3.45,70.7,9.12,Autumn,2020,10,25,299
2020-10-26,VirtualCity,15.88,3.14,75.44,5.04,Autumn,2020,10,26,300
2020-10-27,VirtualCity,18.97,4.27,67.99,4.92,Autumn,2020,10,27,301
2020-10-28,VirtualCity,14.96,2.93,69.46,5.96,Autumn,2020,10,28,302
2020-10-29,VirtualCity,16.46,6.52,64.6,7.92,Autumn,2020,10,29,303
2020-10-30,VirtualCity,17.51,3.17,66.2,5.04,Autumn,2020,10,30,304
2020-10-31,VirtualCity,16.14,2.83,69.04,7.72,Autumn,2020,10,31,305
2020-11-01,VirtualCity,19.59,3.83,71.06,7.67,Autumn,2020,11,1,306
2020-11-02,VirtualCity,15.61,6.78,78.54,9.48,Autumn,2020,11,2,307
2020-11-03,VirtualCity,16.75,4.97,73.78,8.35,Autumn,2020,11,3,308
2020-11-04,VirtualCity,15.17,4.17,68.16,7.56,Autumn,2020,11,4,309
2020-11-05,VirtualCity,15.94,1.14,69.06,8.79,Autumn,2020,11,5,310
2020-11-06,VirtualCity,16.94,1.68,77.64,7.84,Autumn,2020,11,6,311
2020-11-07,VirtualCity,17.94,1.28,76.81,6.67,Autumn,2020,11,7,312
2020-11-08,VirtualCity,17.25,6.86,72.58,5.88,Autumn,2020,11,8,313
2020-11-09,VirtualCity,18.77,5.05,70.86,6.6,Autumn,2020,11,9,314
2020-11-10,VirtualCity,16.85,1.89,77.29,7.27,Autumn,2020,11,10,315
2020-11-11,VirtualCity,16.61,2.44,68.97,7.56,Autumn,2020,11,11,316
2020-11-12,VirtualCity,21.28,1.76,74.67,4.82,Autumn,2020,11,12,317
2020-11-13,VirtualCity,17.93,1.53,82.34,7.15,Autumn,2020,11,13,318
2020-11-14,VirtualCity,16.38,4.39,74.22,7.48,Autumn,2020,11,14,319
2020-11-15,VirtualCity,16.54,2.64,70.44,8.14,Autumn,2020,11,15,320
2020-11-16,VirtualCity,16.29,7.75,75.33,9.47,Autumn,2020,11,16,321
2020-11-17,VirtualCity,19.23,5.82,71.95,7.77,Autumn,2020,11,17,322
2020-11-18,VirtualCity,17.41,5.88,68.39,6.49,Autumn,2020,11,18,323
2020-11-19,VirtualCity,18.28,4.48,76.91,5.43,Autumn,2020,11,19,324
2020-11-20,VirtualCity,18.12,2.07,78.71,8.47,Autumn,2020,11,20,325
2020-11-21,VirtualCity,19.45,4.32,73.12,6.64,Autumn,2020,11,21,326
2020-11-22,VirtualCity,17.21,2.23,72.99,8.76,Autumn,2020,11,22,327
2020-11-23,VirtualCity,17.01,6.59,70.77,9.43,Autumn,2020,11,23,328
2020-11-24,VirtualCity,19.1,3.89,74.14,5.93,Autumn,2020,11,24,329
2020-11-25,VirtualCity,19.8,3.58,72.61,8.48,Autumn,2020,11,25,330
2020-11-26,VirtualCity,19.54,3.28,70.93,9.41,Autumn,2020,11,26,331
2020-11-27,VirtualCity,17.97,6.83,82.66,9.11,Autumn,2020,11,27,332
2020-11-28,VirtualCity,20.35,0.0,77.07,5.41,Autumn,2020,11,28,333
2020-11-29,VirtualCity,18.36,7.04,77.6,6.93,Autumn,2020,11,29,334
2020-11-30,VirtualCity,18.85,2.59,78.95,6.46,Autumn,2020,11,30,335
2020-12-01,VirtualCity,18.36,0.0,78.6,8.65,Winter,2020,12,1,336
2020-12-02,VirtualCity,21.88,1.35,73.96,8.56,Winter,2020,12,2,337
2020-12-03,VirtualCity,21.03,0.0,76.8,4.86,Winter,2020,12,3,338
2020-12-04,VirtualCity,21.14,4.44,74.72,7.77,Winter,2020,12,4,339
2020-12-05,VirtualCity,22.26,0.72,77.64,9.12,Winter,2020,12,5,340
2020-12-06,VirtualCity,24.77,3.37,77.34,8.38,Winter,2020,12,6,341
2020-12-07,VirtualCity,18.14,5.5,74.52,8.41,Winter,2020,12,7,342
2020-12-08,VirtualCity,19.76,1.52,70.81,7.83,Winter,2020,12,8,343
2020-12-09,VirtualCity,20.1,2.41,76.79,7.03,Winter,2020,12,9,344
2020-12-10,VirtualCity,19.91,0.13,75.46,8.31,Winter,2020,12,10,345
2020-12-11,VirtualCity,19.73,2.15,68.79,8.43,Winter,2020,12,11,346
2020-12-12,VirtualCity,21.06,8.66,78.44,9.14,Winter,2020,12,12,347
2020-12-13,VirtualCity,26.437365997038988,4.71,80.34,9.27,Winter,2020,12,13,348
2020-12-14,VirtualCity,22.34,2.42,86.65,8.57,Winter,2020,12,14,349
2020-12-15,VirtualCity,22.08,1.65,75.02,9.82,Winter,2020,12,15,350
2020-12-16,VirtualCity,22.89,2.91,74.49,8.09,Winter,2020,12,16,351
2020-12-17,VirtualCity,23.1,3.29,72.25,6.84,Winter,2020,12,17,352
2020-12-18,VirtualCity,23.41,2.08,77.57,9.17,Winter,2020,12,18,353
2020-12-19,VirtualCity,22.12,4.17,77.59,8.79,Winter,2020,12,19,354
2020-12-20,VirtualCity,26.03,0.9,73.57,9.26,Winter,2020,12,20,355
2020-12-21,VirtualCity,23.37,0.89,76.15,7.18,Winter,2020,12,21,356
2020-12-22,VirtualCity,20.39,3.81,68.96,10.88,Winter,2020,12,22,357
2020-12-23,VirtualCity,21.85,0.43,80.61,9.62,Winter,2020,12,23,358
2020-12-24,VirtualCity,20.92,4.6,73.85,8.45,Winter,2020,12,24,359
2020-12-25,VirtualCity,23.72,2.97,76.81,7.7,Winter,2020,12,25,360
2020-12-26,VirtualCity,23.69,0.0,71.26,10.15,Winter,2020,12,26,361
2020-12-27,VirtualCity,23.34,3.24,74.65,7.57,Winter,2020,12,27,362
2020-12-28,VirtualCity,27.23,0.0,75.87,11.63,Winter,2020,12,28,363
2020-12-29,VirtualCity,25.21,4.53,76.95,8.21,Winter,2020,12,29,364
2020-12-30,VirtualCity,25.65,2.45,78.92,11.04,Winter,2020,12,30,365
2020-12-31,VirtualCity,23.33,7.07,82.76,8.79,Winter,2020,12,31,366
2021-01-01,VirtualCity,23.39,5.36,79.93,10.91,Winter,2021,1,1,1
2021-01-02,VirtualCity,25.12,0.67,80.84,8.16,Winter,2021,1,2,2
2021-01-03,VirtualCity,25.5,0.0,82.77,9.1,Winter,2021,1,3,3
2021-01-04,VirtualCity,22.62,1.34,79.25,10.07,Winter,2021,1,4,4
2021-01-05,VirtualCity,25.31,0.31,76.81,9.93,Winter,2021,1,5,5
2021-01-06,VirtualCity,25.77,7.02,80.97,10.48,Winter,2021,1,6,6
2021-01-07,VirtualCity,25.6,2.98,81.21,8.6,Winter,2021,1,7,7
2021-01-08,VirtualCity,24.87,5.05,79.48,9.32,Winter,2021,1,8,8
2021-01-09,VirtualCity,25.45,2.37,71.04,10.74,Winter,2021,1,9,9
2021-01-10,VirtualCity,26.17,2.6,73.46,8.42,Winter,2021,1,10,10
2021-01-11,VirtualCity,26.74,2.93,75.69,9.98,Winter,2021,1,11,11
2021-01-12,VirtualCity,27.68,5.43,79.86,9.06,Winter,2021,1,12,12
2021-01-13,VirtualCity,28.56,3.69,76.62,9.6,Winter,2021,1,13,13
2021-01-14,VirtualCity,26.66,0.67,81.2,9.47,Winter,2021,1,14,14
2021-01-15,VirtualCity,26.59,6.57,81.86,8.45,Winter,2021,1,15,15
2021-01-16,VirtualCity,28.09,2.36,81.35,9.11,Winter,2021,1,16,16
2021-01-17,VirtualCity,28.52,2.0,81.31,9.62,Winter,2021,1,17,17
2021-01-18,VirtualCity,27.12,0.0,72.28,9.35,Winter,2021,1,18,18
2021-01-19,VirtualCity,29.12,4.4,78.3,11.38,Winter,2021,1,19,19
2021-01-20,VirtualCity,29.56,3.22,73.87,10.73,Winter,2021,1,20,20
2021-01-21,VirtualCity,30.19,3.22,69.63,9.89,Winter,2021,1,21,21
2021-01-22,VirtualCity,31.08,2.11,75.0,8.64,Winter,2021,1,22,22
2021-01-23,VirtualCity,27.27,1.73,81.37,8.59,Winter,2021,1,23,23
2021-01-24,VirtualCity,28.75,2.19,77.83,11.97,Winter,2021,1,24,24
2021-01-25,VirtualCity,28.91,4.02,83.98,8.41,Winter,2021,1,25,25
2021-01-26,VirtualCity,28.9,4.41,76.53,9.78,Winter,2021,1,26,26
2021-01-27,VirtualCity,28.23,2.49,85.52,10.09,Winter,2021,1,27,27
2021-01-28,VirtualCity,27.12,5.09,76.34,9.31,Winter,2021,1,28,28
2021-01-29,VirtualCity,29.64,2.83,75.63,8.5,Winter,2021,1,29,29
2021-01-30,VirtualCity,28.5,1.89,70.32,8.77,Winter,2021,1,30,30
2021-01-31,VirtualCity,29.93,3.44,79.78,9.08,Winter,2021,1,31,31
2021-02-01,VirtualCity,28.76,0.01,73.22,8.9,Winter,2021,2,1,32
2021-02-02,VirtualCity,28.45,3.51,72.53,11.36,Winter,2021,2,2,33
2021-02-03,VirtualCity,30.59,0.0,80.13,9.77,Winter,2021,2,3,34
2021-02-04,VirtualCity,30.61,0.74,79.52,9.17,Winter,2021,2,4,35
2021-02-05,VirtualCity,31.39,0.0,79.3,9.94,Winter,2021,2,5,36
2021-02-06,VirtualCity,33.94,2.61,73.2,10.63,Winter,2021,2,6,37
2021-02-07,VirtualCity,31.22,6.54,74.32,9.43,Winter,2021,2,7,38
2021-02-08,VirtualCity,31.66,2.74,74.16,10.94,Winter,2021,2,8,39
2021-02-09,VirtualCity,29.45,4.42,77.4,8.34,Winter,2021,2,9,40
2021-02-10,VirtualCity,29.27,8.18,80.35,11.28,Winter,2021,2,10,41
2021-02-11,VirtualCity,33.71,3.89,75.47,9.88,Winter,2021,2,11,42
2021-02-12,VirtualCity,30.08,1.32,81.76,9.84,Winter,2021,2,12,43
2021-02-13,VirtualCity,30.02,1.62,77.31,9.08,Winter,2021,2,13,44
2021-02-14,VirtualCity,31.65,3.0,72.64,8.45,Winter,2021,2,14,45
2021-02-15,VirtualCity,31.7,1.61,76.75,7.93,Winter,2021,2,15,46
2021-02-16,VirtualCity,30.6,1.77,80.11,9.02,Winter,2021,2,16,47
2021-02-17,VirtualCity,31.61,5.17,81.13,10.65,Winter,2021,2,17,48
2021-02-18,VirtualCity,34.03,5.26,77.73,8.8,Winter,2021,2,18,49
2021-02-19,VirtualCity,31.09,0.0,72.93,8.1,Winter,2021,2,19,50
2021-02-20,VirtualCity,30.32,1.2,71.8,8.88,Winter,2021,2,20,51
